rainfall,humidity,temperature,crop
1647.4,44.8,21.9,Wheat
430.3,49.3,14.5,Watermelon
1902.8,45.2,26.2,Cabbage
462.1,87.7,28.0,Lentils
1769.5,46.0,23.7,Sorghum
849.2,60.0,12.3,Beans
1831.8,89.8,10.1,Soybeans
565.5,81.2,15.6,Cucumber
806.1,40.9,19.3,Pawpaw
1519.9,42.1,33.3,Garlic
562.3,43.2,22.5,Sorghum
869.1,82.0,18.1,Carrots
708.0,85.2,29.3,Peas
1893.2,78.5,10.0,Cabbage
302.0,81.8,24.6,Beans
545.2,81.3,31.5,Beans
1807.0,83.3,34.2,Sorghum
911.5,88.1,25.1,Pumpkin
693.9,43.5,14.4,Kale
253.2,81.8,23.1,Sunflower
929.1,85.3,25.5,Pineapple
318.4,59.9,25.5,Pawpaw
1671.1,74.6,15.2,Green Grams
652.8,66.3,23.9,Sorghum
271.2,47.1,14.7,Pawpaw
250.8,75.6,29.4,Bananas
822.2,88.3,31.9,Carrots
1042.1,88.8,24.6,Cassava
522.9,60.2,15.9,Beans
1755.7,71.1,20.8,Cowpeas
1150.4,56.0,30.4,Rice
1399.1,68.6,18.7,Pawpaw
1900.1,41.7,23.9,Sunflower
557.3,60.9,11.5,Green Grams
1009.2,65.8,29.1,Peas
239.7,71.9,33.7,Watermelon
501.5,58.0,23.5,Sunflower
1962.2,41.6,11.7,Watermelon
1612.4,48.3,19.0,Kale
204.5,65.4,15.6,Wheat
1895.4,49.6,15.8,Tomatoes
1715.3,83.2,12.7,Lentils
872.1,82.6,18.2,Onions
786.5,44.5,16.1,Rice
749.5,44.1,32.4,Chilies
1568.6,41.3,21.9,Sweet Potatoes
1066.0,43.7,31.0,Millet
407.4,69.0,14.4,Spinach
1938.3,85.0,24.7,Tomatoes
1099.1,90.0,17.4,Cassava
952.3,82.5,28.8,Peas
744.6,80.5,20.9,Cucumber
1425.6,74.7,27.3,Beans
1650.8,58.5,28.0,Peas
1313.6,66.5,34.4,Tomatoes
1532.7,87.8,25.9,Peas
1532.6,63.2,15.9,Watermelon
978.6,59.3,31.0,Bananas
1174.0,62.4,20.7,Onions
933.8,67.6,31.9,Carrots
1728.2,53.0,31.0,Spinach
1865.0,43.6,10.7,Irish Potatoes
1727.5,61.0,32.3,Cucumber
831.1,72.5,31.4,Tomatoes
1477.8,71.5,21.6,Cowpeas
1711.9,79.9,13.8,Soybeans
805.5,77.0,28.8,Sweet Potatoes
1745.0,48.5,10.5,Pumpkin
1677.0,60.6,27.8,Spinach
509.1,78.0,15.1,Kale
1669.3,50.2,28.0,Bananas
1182.6,55.7,28.0,Peas
1566.6,88.4,21.0,Onions
1691.5,75.4,23.9,Sorghum
1224.5,44.3,24.1,Green Grams
1185.8,58.6,14.4,Cassava
264.5,87.2,10.6,Pumpkin
850.1,62.3,31.2,Carrots
1173.7,47.5,26.8,Cabbage
580.1,64.6,15.8,Spinach
922.9,89.1,11.6,Lentils
510.7,78.3,23.5,Spinach
1601.3,78.5,34.8,Spinach
325.4,52.2,16.2,Pineapple
1619.2,72.9,23.2,Cabbage
1784.0,86.8,29.7,Green Grams
713.0,57.9,13.7,Spinach
383.2,73.3,21.1,Sunflower
1642.8,89.7,15.4,Cassava
220.2,84.4,12.2,Spinach
1774.7,80.7,23.6,Cucumber
1141.1,58.2,34.5,Groundnuts
1826.6,63.1,18.3,Sorghum
1466.9,80.1,23.2,Sunflower
1614.8,65.5,27.2,Cabbage
1089.1,72.8,17.6,Kale
813.1,44.9,24.1,Pineapple
820.5,40.0,30.2,Onions
809.5,83.1,17.5,Rice
1640.0,77.1,33.3,Cowpeas
293.9,86.8,34.0,Watermelon
1768.4,40.2,11.8,Tomatoes
1652.7,85.2,10.3,Onions
825.9,80.9,11.2,Tomatoes
868.0,75.5,25.6,Green Grams
1666.1,53.4,15.2,Cabbage
1432.3,60.3,18.0,Rice
1133.3,52.8,24.2,Watermelon
1343.7,86.0,27.9,Cowpeas
532.8,87.1,34.3,Bananas
336.9,46.9,28.2,Groundnuts
210.2,50.1,34.3,Cucumber
1142.6,83.7,33.9,Garlic
1124.6,61.8,32.7,Cucumber
1462.1,60.5,21.3,Wheat
505.2,89.9,19.8,Sweet Potatoes
234.2,68.1,19.8,Maize
818.3,51.7,21.4,Beans
1589.2,87.9,24.8,Maize
1965.8,47.8,16.1,Garlic
1518.2,88.3,19.2,Sweet Potatoes
1925.6,68.4,24.6,Millet
1137.5,42.2,20.7,Cucumber
1648.3,87.5,32.3,Beans
1935.9,66.4,30.7,Green Grams
1879.6,85.2,20.8,Rice
999.6,49.3,29.9,Cabbage
869.0,44.1,21.9,Cassava
1600.1,41.4,21.0,Pawpaw
633.9,74.3,26.3,Maize
1739.0,60.1,25.5,Tomatoes
982.6,57.9,23.8,Cassava
1548.7,73.3,18.5,Cabbage
1375.7,85.2,31.7,Sweet Potatoes
1250.9,88.7,20.6,Pineapple
1710.8,40.7,34.0,Pumpkin
789.5,44.8,34.7,Cassava
1971.1,68.7,29.4,Cabbage
1352.0,56.6,31.8,Maize
1669.9,80.5,16.5,Maize
332.5,86.2,25.2,Millet
388.8,49.3,26.5,Onions
224.1,85.5,13.1,Sorghum
1498.4,42.0,20.4,Carrots
1109.4,61.9,14.8,Spinach
283.1,50.7,18.3,Pawpaw
1491.3,78.7,16.7,Irish Potatoes
203.8,58.0,20.3,Sorghum
372.5,76.1,21.9,Cowpeas
502.5,42.5,15.6,Millet
504.8,84.4,23.0,Spinach
738.3,85.0,19.9,Kale
213.4,48.1,13.8,Onions
762.9,71.4,32.8,Millet
1465.2,70.5,20.0,Lentils
219.4,48.7,33.5,Pineapple
304.2,83.4,14.3,Millet
1927.5,48.2,17.0,Green Grams
244.8,44.5,12.8,Green Grams
693.9,60.8,27.4,Beans
1276.9,63.5,32.2,Lentils
1277.7,70.7,21.8,Beans
1393.8,64.7,20.4,Lentils
1411.2,67.2,10.4,Chilies
592.0,76.2,30.6,Sorghum
810.1,46.4,20.5,Watermelon
1257.9,53.5,30.0,Watermelon
363.6,41.2,24.3,Rice
1555.4,67.2,32.9,Pineapple
820.2,65.1,10.4,Sunflower
1107.7,54.5,26.0,Carrots
399.3,68.7,31.6,Millet
492.0,78.5,21.9,Garlic
1830.2,87.2,18.8,Watermelon
1069.8,64.6,30.9,Chilies
1067.2,82.1,15.8,Sweet Potatoes
627.5,67.1,11.9,Garlic
1255.0,40.9,16.0,Cowpeas
421.2,78.2,23.6,Beans
761.7,65.8,17.6,Groundnuts
916.3,73.4,15.3,Bananas
1377.4,85.8,19.7,Soybeans
1349.1,41.6,32.0,Cabbage
1240.5,87.7,24.5,Irish Potatoes
716.3,58.7,20.2,Kale
1347.6,44.9,30.0,Pumpkin
1339.9,84.2,25.3,Spinach
607.8,62.0,31.7,Pawpaw
995.8,67.2,24.5,Cassava
1406.6,57.9,15.5,Cassava
790.8,79.8,28.1,Sweet Potatoes
1980.3,88.3,16.7,Carrots
1838.0,74.3,19.6,Cabbage
863.1,60.0,12.1,Wheat
1842.8,55.8,26.8,Groundnuts
686.2,62.5,21.0,Sunflower
789.7,71.0,12.5,Cowpeas
1621.9,85.1,31.8,Watermelon
253.1,76.3,20.7,Millet
610.0,54.3,20.2,Bananas
1981.8,65.2,13.1,Pawpaw
1404.3,50.8,11.1,Pumpkin
1532.9,83.2,25.7,Cucumber
895.5,80.7,16.6,Wheat
1706.9,52.7,15.2,Green Grams
664.5,61.6,24.2,Chilies
295.1,54.7,32.9,Pumpkin
1445.4,50.4,10.5,Carrots
1744.0,51.8,29.5,Lentils
1337.0,73.3,12.6,Green Grams
1127.4,43.5,24.5,Cowpeas
264.9,75.5,22.1,Cabbage
483.6,81.2,11.5,Garlic
869.8,42.1,15.8,Green Grams
1456.4,79.1,23.2,Wheat
442.4,66.4,34.2,Lentils
1948.0,67.2,12.7,Groundnuts
1554.0,49.3,14.8,Tomatoes
675.8,70.4,17.6,Cabbage
1351.8,72.0,32.1,Green Grams
1781.7,47.5,21.8,Rice
792.0,72.0,19.3,Garlic
384.3,48.1,12.7,Soybeans
1197.0,87.0,15.9,Soybeans
377.7,83.9,17.0,Sunflower
1511.7,63.4,32.9,Peas
340.8,67.4,33.4,Maize
1233.6,51.3,10.7,Beans
972.3,82.0,11.9,Green Grams
495.0,41.1,33.7,Green Grams
549.0,75.2,22.4,Onions
886.4,54.4,15.0,Maize
243.7,77.7,16.2,Garlic
1049.9,52.3,18.5,Pumpkin
286.7,89.5,23.5,Millet
922.4,69.3,14.5,Irish Potatoes
483.9,76.4,34.1,Green Grams
1979.4,42.6,24.1,Cabbage
472.2,71.5,19.1,Pineapple
1455.6,55.9,34.9,Sunflower
1245.9,56.5,17.9,Millet
578.5,49.1,21.7,Watermelon
1991.1,51.5,21.4,Sorghum
1262.2,61.4,30.2,Pawpaw
824.8,54.4,27.2,Irish Potatoes
830.8,45.9,12.5,Pawpaw
1394.3,80.9,34.5,Pumpkin
1603.5,63.9,10.4,Garlic
808.6,60.9,15.3,Spinach
728.4,70.4,25.7,Cassava
492.9,71.0,28.3,Irish Potatoes
1497.6,65.3,17.6,Sorghum
923.0,56.1,23.7,Onions
1607.3,60.5,27.9,Lentils
1459.3,58.9,25.1,Irish Potatoes
1961.0,48.1,16.2,Soybeans
1194.9,74.7,25.7,Cucumber
1495.0,79.5,28.4,Kale
1294.4,78.6,11.9,Chilies
343.6,67.8,21.8,Green Grams
218.6,56.6,18.0,Cassava
1385.6,47.8,10.3,Cassava
621.3,44.1,32.1,Chilies
1981.4,46.4,14.7,Cucumber
238.3,88.7,12.4,Lentils
1155.7,68.6,33.8,Millet
313.8,76.0,31.1,Kale
1644.6,67.2,22.5,Chilies
624.7,44.6,15.8,Cucumber
1480.0,82.7,19.2,Tomatoes
1260.9,44.1,28.6,Groundnuts
469.1,65.1,18.8,Pawpaw
331.7,42.4,26.4,Groundnuts
1821.9,60.5,30.0,Rice
699.7,79.2,29.3,Sunflower
421.1,83.0,14.6,Kale
842.9,70.4,23.0,Chilies
916.2,89.7,17.2,Chilies
1160.7,89.2,13.0,Peas
856.4,63.3,22.5,Groundnuts
935.7,85.3,31.9,Tomatoes
904.8,62.2,18.6,Irish Potatoes
1739.2,66.4,31.1,Chilies
1910.1,79.9,10.5,Peas
201.2,64.4,15.2,Millet
408.2,81.8,25.5,Bananas
1146.0,73.0,10.6,Soybeans
1170.9,46.6,31.3,Onions
594.6,65.5,10.3,Pumpkin
933.3,40.2,21.4,Pumpkin
831.6,53.7,16.4,Peas
341.7,71.6,32.3,Cucumber
584.8,58.1,15.7,Pawpaw
1968.2,60.7,18.2,Cassava
1356.2,54.5,24.9,Maize
1711.6,46.1,26.8,Cucumber
1009.0,45.6,11.7,Sunflower
1776.0,47.2,33.6,Lentils
350.4,66.6,20.3,Sunflower
534.9,40.5,10.9,Onions
1598.1,70.1,14.3,Peas
813.8,75.1,10.8,Groundnuts
510.9,51.5,20.9,Beans
1913.5,66.8,28.6,Watermelon
1075.0,51.3,29.1,Rice
390.5,73.5,25.8,Pineapple
972.1,89.8,17.2,Cassava
1631.7,61.8,12.1,Green Grams
1643.1,72.8,21.9,Maize
536.3,59.0,12.0,Rice
384.1,81.9,28.2,Kale
1436.4,46.2,15.9,Cucumber
1582.6,80.7,13.5,Carrots
626.8,72.6,30.2,Beans
619.3,73.7,11.3,Maize
555.7,87.3,24.2,Cassava
1706.7,80.4,11.7,Garlic
690.2,66.3,26.2,Chilies
1128.7,62.3,32.9,Irish Potatoes
420.0,87.2,27.1,Pineapple
393.8,55.0,32.4,Beans
1394.7,66.9,28.1,Lentils
1341.5,56.2,34.8,Bananas
663.4,68.8,20.7,Soybeans
985.6,45.6,34.6,Carrots
881.8,43.1,21.3,Sunflower
1689.6,74.2,11.7,Garlic
656.8,84.5,20.8,Peas
481.7,86.2,16.7,Cassava
1461.7,66.9,14.4,Watermelon
581.4,77.6,31.7,Cassava
1710.3,50.3,16.7,Pineapple
299.1,53.1,10.4,Onions
761.9,56.3,34.1,Cabbage
1429.5,55.4,13.3,Pineapple
669.6,88.6,10.1,Groundnuts
1211.9,53.2,29.5,Beans
876.5,85.5,16.9,Pineapple
1227.7,65.5,34.6,Cabbage
564.1,84.1,10.7,Pawpaw
940.3,60.6,10.3,Maize
1820.1,75.1,23.9,Cassava
1258.9,55.7,15.5,Spinach
531.3,82.8,15.8,Cucumber
1598.3,77.9,24.8,Kale
1306.6,64.5,21.7,Pawpaw
1976.0,63.5,26.0,Rice
1867.8,45.7,31.9,Millet
1876.4,75.8,22.8,Cabbage
1303.0,73.6,17.6,Rice
1570.2,79.8,34.6,Cassava
365.4,64.7,32.2,Maize
876.0,45.2,17.8,Maize
597.3,45.5,16.0,Sweet Potatoes
1041.7,72.6,34.6,Beans
1658.2,45.7,15.1,Groundnuts
1896.0,63.0,16.1,Pawpaw
407.9,64.4,25.6,Lentils
830.7,46.6,33.2,Sorghum
1553.0,64.1,23.6,Wheat
1309.1,44.5,25.6,Sunflower
1480.9,85.4,25.5,Green Grams
368.5,77.2,33.9,Onions
1223.8,89.9,14.4,Maize
1276.3,71.3,16.9,Garlic
1995.7,46.7,22.7,Millet
927.9,83.4,24.5,Cowpeas
858.2,50.1,32.2,Beans
395.9,73.5,24.6,Lentils
899.1,41.6,31.2,Rice
1772.6,65.0,30.4,Groundnuts
668.5,85.6,28.1,Beans
804.0,84.8,14.2,Watermelon
219.6,69.4,26.2,Spinach
1917.4,71.2,12.3,Spinach
1383.8,80.9,14.8,Maize
1239.3,60.7,33.9,Cowpeas
1526.2,54.7,31.6,Maize
1082.1,78.9,17.5,Bananas
1143.7,53.8,24.7,Groundnuts
1901.8,86.6,28.2,Peas
1295.4,46.4,24.1,Garlic
1993.9,75.7,33.9,Sweet Potatoes
1496.7,41.4,32.8,Spinach
1928.6,85.3,20.9,Sunflower
1462.3,50.3,21.9,Kale
231.8,55.5,26.2,Bananas
1485.5,51.0,30.2,Cabbage
289.0,48.0,32.8,Spinach
945.7,87.0,16.8,Spinach
1985.5,89.6,23.6,Soybeans
1569.9,74.8,34.1,Spinach
1445.6,75.9,32.0,Cassava
1768.4,61.5,17.2,Bananas
652.7,46.7,23.8,Beans
357.2,45.0,25.9,Onions
1877.0,71.8,14.5,Pumpkin
1196.0,82.4,12.8,Sweet Potatoes
859.9,88.2,34.1,Irish Potatoes
864.6,85.8,14.2,Sorghum
1532.7,60.5,24.5,Rice
1901.9,55.0,32.2,Beans
1225.0,69.6,21.9,Tomatoes
424.8,49.1,25.1,Sorghum
1461.6,75.6,30.8,Cabbage
1942.3,71.0,21.1,Rice
586.2,48.7,14.3,Bananas
948.8,89.4,34.8,Cassava
1795.8,66.9,26.2,Pawpaw
1307.7,45.5,34.6,Peas
1878.5,58.6,12.9,Lentils
253.8,62.5,16.2,Chilies
1918.2,62.7,11.1,Peas
268.1,69.4,18.7,Pumpkin
1889.5,45.2,16.4,Cassava
1854.0,83.1,27.1,Lentils
900.4,54.3,23.6,Cassava
498.6,45.2,12.4,Kale
1254.2,66.7,12.4,Millet
1687.7,69.2,31.7,Onions
788.8,51.6,16.8,Wheat
765.5,47.4,22.1,Carrots
366.2,86.0,31.6,Pumpkin
368.5,70.6,13.4,Kale
919.5,59.3,18.5,Bananas
471.0,54.7,31.1,Peas
270.9,74.1,28.5,Bananas
1455.6,42.1,13.1,Pawpaw
1451.1,72.6,13.0,Cabbage
1890.9,76.3,14.9,Chilies
1241.3,54.6,17.2,Green Grams
1948.9,50.7,29.6,Cucumber
793.3,63.0,13.9,Peas
842.2,57.1,25.1,Beans
698.1,41.5,25.5,Beans
271.8,75.8,31.9,Cabbage
1429.6,87.7,33.2,Beans
609.3,87.9,19.1,Irish Potatoes
1241.2,58.9,23.1,Irish Potatoes
718.6,79.7,23.1,Soybeans
505.7,48.0,21.3,Tomatoes
1710.5,62.0,11.0,Tomatoes
663.9,79.6,15.5,Soybeans
995.1,84.9,24.5,Cowpeas
1560.9,66.8,28.8,Rice
515.7,44.5,20.0,Peas
269.8,60.7,20.3,Rice
517.0,46.9,33.3,Millet
1482.7,87.4,19.1,Onions
926.6,64.3,30.5,Pawpaw
956.9,50.1,21.5,Soybeans
291.6,46.2,18.1,Lentils
912.3,42.1,11.4,Spinach
800.1,67.1,16.6,Maize
414.1,60.0,14.3,Onions
251.5,48.1,18.5,Watermelon
1698.5,77.5,20.6,Cabbage
1639.5,59.7,13.8,Sorghum
1852.7,83.4,12.2,Garlic
756.0,83.6,31.9,Green Grams
1982.0,82.5,30.3,Cucumber
1163.9,58.9,13.0,Soybeans
940.5,81.5,24.7,Garlic
585.6,50.3,28.4,Millet
933.3,72.9,22.2,Pumpkin
1643.8,60.1,34.4,Lentils
254.2,72.4,16.1,Irish Potatoes
1739.2,89.8,23.3,Irish Potatoes
1784.3,54.1,16.5,Spinach
1031.1,77.9,12.2,Cucumber
424.9,55.9,24.1,Garlic
798.8,88.5,13.2,Beans
1985.3,42.4,11.8,Onions
393.9,59.2,23.4,Cowpeas
687.0,46.5,13.8,Garlic
1002.0,47.7,28.3,Sorghum
1731.3,72.7,32.9,Millet
1047.9,75.0,26.6,Lentils
978.2,80.6,31.7,Cassava
1217.1,57.0,11.4,Sorghum
378.7,56.8,32.1,Lentils
832.8,50.2,31.5,Cucumber
1866.0,66.5,10.8,Cabbage
1809.1,66.2,11.3,Cucumber
579.7,45.1,10.4,Bananas
1519.1,41.7,26.0,Chilies
673.7,76.3,26.1,Cucumber
684.9,49.5,30.4,Tomatoes
537.9,85.3,26.9,Sweet Potatoes
618.6,87.0,20.9,Millet
649.7,84.2,14.7,Pawpaw
1118.6,88.0,18.3,Soybeans
521.5,66.7,24.4,Carrots
1172.9,74.3,27.3,Sweet Potatoes
1572.5,89.3,15.0,Sweet Potatoes
1908.1,72.9,24.7,Cassava
355.0,57.4,34.7,Tomatoes
1674.3,51.7,21.1,Cassava
1402.5,61.7,34.6,Watermelon
1202.4,51.3,21.3,Soybeans
393.2,89.5,22.2,Cowpeas
1774.9,51.0,26.6,Carrots
1240.5,77.6,17.2,Rice
363.3,83.7,18.3,Wheat
1672.3,88.7,20.1,Bananas
1038.2,77.0,16.9,Cowpeas
996.9,71.0,34.0,Watermelon
374.1,78.5,18.6,Pumpkin
476.3,42.8,12.6,Pumpkin
1148.2,73.6,20.1,Cabbage
1241.4,87.9,19.5,Sunflower
387.2,50.7,26.9,Watermelon
595.9,59.0,30.1,Pineapple
1837.5,88.9,13.0,Spinach
1758.5,67.6,22.3,Cassava
864.5,42.4,11.9,Sweet Potatoes
276.4,77.5,11.9,Cassava
774.6,80.1,23.4,Cabbage
1349.6,44.5,32.8,Maize
990.1,65.9,26.3,Garlic
519.1,44.2,22.6,Rice
830.3,70.0,12.0,Irish Potatoes
1850.1,76.4,16.6,Cowpeas
215.2,42.9,18.6,Cowpeas
742.6,45.3,29.2,Soybeans
1693.8,49.6,32.7,Sunflower
378.6,85.7,30.6,Spinach
837.2,86.8,31.2,Millet
876.8,60.8,14.3,Chilies
1036.9,46.2,19.6,Cassava
1339.3,69.2,12.5,Wheat
518.0,80.4,24.8,Soybeans
1775.4,55.7,25.8,Green Grams
233.4,54.4,29.8,Sorghum
1153.6,65.7,24.6,Pumpkin
1619.2,50.4,31.3,Cucumber
1691.2,66.1,17.9,Sweet Potatoes
533.5,69.0,18.0,Spinach
633.3,53.3,12.2,Carrots
1593.1,72.4,22.5,Garlic
1971.7,80.7,11.0,Garlic
414.7,58.9,21.6,Groundnuts
1730.0,46.0,27.8,Irish Potatoes
936.5,63.8,32.0,Lentils
526.0,79.5,32.7,Bananas
639.8,48.1,13.1,Sorghum
936.3,89.0,17.2,Pineapple
342.7,47.6,11.8,Cucumber
638.2,53.6,13.9,Spinach
545.4,87.5,17.4,Wheat
1209.2,85.3,19.0,Peas
1894.5,51.5,25.2,Garlic
1440.3,45.4,20.2,Beans
1524.1,68.8,31.3,Beans
1697.9,63.8,23.5,Bananas
959.2,88.9,30.5,Wheat
1396.3,60.1,28.3,Cabbage
1238.2,48.4,17.2,Rice
1241.2,44.6,26.5,Garlic
1082.6,79.7,14.8,Rice
1874.7,55.9,23.4,Chilies
338.2,65.6,26.7,Pawpaw
1638.5,65.2,28.6,Sorghum
1230.1,72.9,29.1,Millet
940.1,50.1,27.8,Cowpeas
206.8,53.8,14.6,Cassava
456.7,67.5,19.6,Pawpaw
1592.3,48.3,16.2,Garlic
657.4,50.9,28.3,Maize
1210.1,57.6,12.3,Pineapple
1257.6,80.0,14.1,Garlic
419.0,58.3,31.4,Beans
1433.4,70.0,21.1,Pawpaw
564.4,54.8,11.1,Cabbage
994.6,84.5,31.5,Sunflower
1637.4,68.6,17.2,Rice
1359.2,66.4,28.7,Lentils
1791.7,46.6,27.1,Beans
421.1,86.8,27.2,Lentils
862.8,46.9,18.3,Soybeans
228.8,78.9,24.0,Wheat
1501.5,41.1,12.4,Wheat
854.2,85.4,17.5,Cabbage
881.2,62.7,22.5,Carrots
1641.2,77.5,13.8,Lentils
337.8,47.3,23.0,Pineapple
599.7,46.1,32.9,Lentils
1897.2,68.9,13.3,Millet
454.6,59.5,16.5,Garlic
1962.9,51.6,32.8,Cassava
1929.7,48.5,19.8,Soybeans
1287.5,86.5,15.1,Soybeans
1822.2,66.3,13.7,Chilies
1022.8,82.1,33.5,Carrots
1472.6,55.5,10.7,Kale
1056.9,82.1,14.9,Sorghum
922.1,43.6,10.7,Onions
1261.8,54.4,32.7,Irish Potatoes
1991.8,73.9,25.7,Cowpeas
717.3,76.8,16.1,Watermelon
1551.2,74.1,17.7,Wheat
607.2,42.0,22.1,Bananas
705.0,44.6,32.6,Pawpaw
1113.6,54.7,32.7,Maize
649.9,79.2,15.8,Pawpaw
343.4,69.4,18.7,Irish Potatoes
521.2,40.5,31.4,Sweet Potatoes
906.7,87.9,10.3,Bananas
575.6,87.5,13.9,Sunflower
799.6,83.2,11.2,Kale
1135.2,88.9,11.5,Pineapple
1721.8,75.6,25.4,Peas
500.2,60.2,24.9,Kale
1893.5,51.1,32.3,Green Grams
636.4,81.8,31.6,Spinach
534.5,46.9,22.7,Soybeans
633.7,54.7,16.9,Spinach
1697.2,62.2,30.4,Cucumber
674.8,40.6,31.3,Rice
1189.4,71.3,29.3,Carrots
991.4,43.7,20.8,Cabbage
1546.9,49.9,11.3,Watermelon
1751.1,89.5,28.1,Sorghum
791.6,76.9,32.6,Cowpeas
922.0,69.9,13.3,Spinach
770.0,49.3,18.0,Cabbage
503.6,74.6,16.3,Pawpaw
1132.8,59.0,13.9,Bananas
1476.1,63.7,23.9,Peas
1765.7,61.6,32.0,Sweet Potatoes
495.0,63.0,19.2,Garlic
1226.4,77.6,14.6,Sunflower
1635.1,87.1,12.3,Bananas
759.6,78.0,18.4,Rice
735.8,41.1,28.0,Lentils
853.1,46.1,10.7,Millet
1776.4,59.5,33.2,Millet
1661.0,42.9,29.2,Groundnuts
1514.8,52.8,31.9,Spinach
434.8,67.1,29.6,Maize
999.1,59.5,16.1,Green Grams
698.0,41.5,18.6,Soybeans
1289.8,77.4,24.5,Bananas
1249.2,49.1,16.0,Tomatoes
1525.3,52.3,30.3,Garlic
1970.9,40.5,24.8,Rice
1880.9,56.2,12.0,Sorghum
1854.4,50.8,26.6,Cowpeas
775.0,87.7,27.7,Chilies
347.7,51.7,23.9,Wheat
1353.7,74.5,13.5,Soybeans
1412.1,86.5,20.0,Sorghum
1221.7,68.1,18.5,Kale
538.5,46.0,30.0,Kale
1558.2,85.3,17.4,Watermelon
1100.4,84.5,14.7,Beans
641.8,80.5,29.5,Beans
1917.7,52.0,20.3,Irish Potatoes
1789.2,68.3,27.0,Millet
1467.5,62.4,27.0,Kale
1606.9,78.3,22.6,Tomatoes
1527.9,77.7,21.9,Bananas
1295.6,83.9,15.8,Sorghum
1535.3,63.1,22.4,Cucumber
330.4,47.9,24.7,Beans
380.2,69.3,22.6,Cucumber
717.5,48.9,24.1,Irish Potatoes
320.1,55.3,29.6,Sorghum
848.2,72.8,30.6,Cowpeas
1046.3,76.5,24.1,Irish Potatoes
765.1,61.1,31.5,Spinach
725.1,79.9,26.8,Maize
599.5,83.3,18.2,Pumpkin
1604.8,71.5,13.2,Cabbage
1181.0,43.0,27.4,Beans
1984.6,57.2,20.9,Tomatoes
1091.4,61.2,20.7,Groundnuts
432.0,85.5,31.9,Green Grams
778.6,70.9,28.7,Cabbage
1270.7,50.2,10.4,Tomatoes
995.5,84.6,33.0,Lentils
1202.4,43.4,20.8,Cassava
1965.1,53.2,25.7,Cucumber
1950.1,81.9,22.2,Carrots
1510.1,75.2,33.8,Maize
1103.2,55.3,23.4,Wheat
1277.4,58.2,31.8,Pawpaw
1048.7,64.0,24.3,Millet
940.4,69.2,11.1,Garlic
641.4,60.5,12.1,Lentils
811.6,65.2,32.4,Lentils
319.4,54.8,10.3,Cabbage
1076.1,76.0,33.1,Sunflower
628.6,80.6,19.5,Pineapple
681.0,55.6,23.9,Irish Potatoes
307.5,67.6,29.3,Garlic
655.4,45.7,19.4,Sorghum
231.2,69.8,12.9,Groundnuts
1336.5,44.0,14.8,Sweet Potatoes
954.5,79.9,24.9,Pumpkin
920.5,42.8,23.2,Green Grams
1601.8,68.5,35.0,Pawpaw
256.4,79.9,23.4,Groundnuts
355.3,65.7,28.4,Cassava
1109.7,50.4,13.2,Tomatoes
1279.3,62.4,13.0,Onions
1756.2,61.1,29.9,Sorghum
1809.0,55.5,16.2,Cabbage
1669.2,51.2,31.4,Carrots
906.1,81.3,25.8,Sunflower
1849.6,53.8,19.0,Watermelon
550.3,64.2,13.2,Cabbage
308.9,59.6,21.1,Lentils
1797.8,70.7,18.1,Sunflower
897.5,85.8,10.6,Beans
970.1,73.5,15.5,Millet
1771.2,52.6,25.7,Pawpaw
742.8,66.4,20.6,Irish Potatoes
802.1,59.9,10.0,Beans
1097.0,45.5,23.6,Garlic
1574.9,73.3,31.9,Lentils
1307.2,55.8,15.8,Wheat
969.2,46.7,34.1,Sunflower
223.2,74.5,23.7,Pawpaw
1072.3,53.9,20.3,Peas
1221.4,68.1,13.2,Watermelon
1140.3,52.5,14.5,Onions
808.6,61.9,28.6,Sweet Potatoes
574.7,71.6,33.2,Lentils
503.3,59.9,28.8,Watermelon
526.5,41.2,18.5,Millet
910.1,42.0,15.0,Wheat
1786.2,82.1,22.7,Wheat
1862.4,73.1,19.6,Tomatoes
1845.3,73.8,17.9,Sunflower
1497.5,64.4,19.8,Carrots
1307.5,69.0,25.1,Cabbage
1041.0,61.0,22.9,Lentils
1860.8,85.5,12.5,Pawpaw
1723.2,89.3,19.0,Soybeans
879.1,80.0,18.8,Lentils
1503.4,56.0,33.7,Spinach
1439.1,54.2,17.7,Irish Potatoes
627.5,75.9,24.1,Pawpaw
1688.0,80.5,15.5,Maize
1681.1,81.9,34.6,Garlic
852.5,47.5,13.0,Maize
465.7,85.1,15.2,Kale
1204.1,81.0,21.8,Pineapple
848.8,77.4,11.5,Rice
604.5,66.9,10.1,Tomatoes
311.2,47.8,23.2,Lentils
1039.7,83.1,18.9,Groundnuts
1390.3,86.6,21.8,Cabbage
687.8,40.4,24.2,Kale
1434.3,62.3,33.9,Onions
1357.8,82.9,28.1,Millet
435.7,78.3,21.6,Kale
1954.8,83.4,18.3,Sunflower
1294.0,63.3,29.5,Chilies
1152.0,60.0,14.3,Green Grams
1189.5,50.1,14.6,Maize
1963.3,77.6,34.0,Watermelon
903.1,52.6,14.7,Carrots
1409.3,45.9,12.5,Garlic
1994.4,69.5,26.0,Cassava
1152.0,82.7,16.4,Pawpaw
1808.6,67.9,32.7,Spinach
830.6,58.9,13.5,Onions
924.6,60.3,11.2,Sorghum
1950.1,74.5,14.2,Pawpaw
640.8,70.7,31.3,Onions
