Rainfall,Humidity,Temperature,pH,Label
1277.45,69.46,32.7,5.69,Sorghum
314.98,59.4,21.41,8.23,Peas
1289.0,60.73,17.04,5.56,Sweet Potatoes
809.37,79.89,17.17,6.62,Lentils
1422.67,63.91,11.31,5.52,Beans
1372.5,51.64,19.56,6.69,Beans
675.28,46.59,18.2,6.56,Rice
865.83,63.75,13.36,7.84,Bananas
547.39,53.86,17.1,4.75,Millet
869.98,86.23,25.08,4.9,Irish Potatoes
1219.91,68.59,21.64,4.88,Lentils
1087.17,81.18,23.46,6.22,Kale
696.48,71.67,27.19,7.04,Sweet Potatoes
1272.25,67.42,33.06,4.91,Irish Potatoes
577.27,72.51,20.19,5.71,Cassava
758.73,89.74,32.65,5.12,Cassava
347.89,80.85,30.63,7.7,Maize
1250.22,42.08,26.21,8.12,Rice
828.32,64.77,34.8,7.26,Wheat
1050.07,60.45,12.16,7.33,Millet
1277.9,46.62,15.17,5.14,Rice
857.1,75.4,26.97,4.76,Maize
722.07,80.38,12.88,6.66,Millet
814.1,84.86,28.88,8.3,Tomatoes
744.3,66.61,23.81,8.02,Sorghum
775.47,43.84,23.15,8.07,Peas
1255.94,56.53,10.71,4.89,Watermelon
495.19,80.04,18.26,5.8,Kale
609.5,78.33,27.02,5.13,Cabbage
1251.97,56.74,19.72,7.73,Sweet Potatoes
1239.83,75.88,34.14,5.68,Cabbage
918.4,66.21,21.74,5.57,Sweet Potatoes
1283.21,82.71,19.42,4.91,Maize
840.76,67.94,31.15,5.56,Tomatoes
915.56,59.64,17.24,8.21,Kale
1251.68,63.46,10.54,6.13,Wheat
988.44,46.25,28.03,6.77,Cassava
962.98,66.49,33.51,7.7,Wheat
575.43,84.63,33.18,7.1,Cowpeas
1352.19,52.09,25.02,8.18,Sweet Potatoes
478.26,67.05,21.13,6.04,Cowpeas
774.62,87.44,22.45,4.59,Watermelon
1489.39,59.77,11.54,4.72,Cowpeas
459.12,42.12,22.66,6.16,Bananas
555.27,80.31,26.9,6.45,Carrots
1184.38,78.47,33.76,5.42,Green Grams
1094.99,64.44,31.96,6.18,Millet
1324.91,63.82,22.78,6.05,Lentils
872.82,54.29,27.17,8.24,Millet
1472.75,41.27,28.72,5.19,Onions
986.38,46.0,28.15,8.17,Carrots
934.32,53.29,34.83,6.03,Irish Potatoes
1124.84,43.2,20.12,7.57,Cassava
841.86,62.21,10.75,7.72,Cabbage
1290.64,49.82,19.4,7.79,Green Grams
1069.19,60.79,23.57,6.51,Irish Potatoes
1301.75,61.28,14.01,6.56,Bananas
1329.18,43.23,20.27,7.9,Tomatoes
707.06,49.07,22.86,4.95,Green Grams
911.07,68.08,30.14,7.64,Carrots
769.41,46.81,14.66,5.13,Carrots
516.56,86.49,16.12,8.34,Peas
1479.89,49.72,22.51,7.51,Maize
1089.29,66.28,14.81,6.98,Cowpeas
738.53,42.75,27.83,8.34,Beans
846.08,59.76,23.62,7.36,Irish Potatoes
319.85,65.79,18.6,8.13,Lentils
1005.8,70.24,31.23,5.99,Wheat
357.68,55.91,29.28,5.99,Sweet Potatoes
1276.09,74.97,28.2,5.36,Peas
962.77,41.55,16.65,5.68,Onions
614.45,42.41,10.46,6.51,Cassava
1243.81,89.63,32.11,8.39,Kale
556.93,54.06,18.81,7.32,Green Grams
368.32,61.55,22.38,8.14,Cassava
399.12,48.92,34.32,8.16,Irish Potatoes
898.94,68.26,10.85,6.91,Onions
1250.04,73.52,14.11,7.16,Rice
774.81,41.02,28.37,5.97,Maize
694.42,46.62,24.08,5.79,Cabbage
1035.25,66.66,27.17,7.65,Carrots
594.36,46.53,22.86,8.03,Beans
846.82,84.48,15.22,7.08,Lentils
450.34,65.22,19.96,8.15,Peas
1219.75,56.92,23.83,6.61,Onions
515.34,65.83,34.28,6.77,Peas
880.81,83.15,21.84,5.65,Watermelon
579.2,51.89,13.46,5.44,Millet
756.04,43.78,26.07,7.72,Bananas
989.87,41.62,16.75,7.17,Carrots
300.55,49.09,29.44,5.98,Beans
351.03,46.8,21.48,4.55,Sweet Potatoes
1078.75,89.69,12.34,6.11,Tomatoes
1460.9,73.41,11.58,7.47,Wheat
798.65,70.9,22.62,8.14,Bananas
1009.83,76.14,16.79,5.97,Tomatoes
760.88,74.9,23.41,5.04,Green Grams
450.84,69.53,29.95,4.66,Millet
1312.94,85.34,15.06,5.89,Lentils
1002.61,47.42,27.93,5.22,Sorghum
1371.93,53.24,23.69,6.08,Millet
439.92,81.48,26.84,7.79,Cassava
395.6,54.29,30.05,8.18,Sorghum
1103.26,74.51,20.69,4.52,Peas
1259.28,56.77,31.01,6.54,Kale
575.52,77.3,10.03,7.09,Rice
1402.98,57.87,27.21,6.78,Onions
825.19,55.98,13.03,6.92,Green Grams
779.93,43.64,22.93,5.04,Carrots
748.26,84.62,15.66,8.14,Peas
1408.25,64.7,32.23,5.01,Carrots
402.15,50.64,18.42,7.23,Watermelon
1153.49,65.29,24.69,7.54,Onions
1151.91,68.34,16.45,5.01,Cabbage
1137.8,68.6,33.23,7.02,Green Grams
1272.88,49.36,11.63,6.4,Wheat
1122.46,60.65,31.39,7.41,Bananas
1476.29,61.83,15.96,6.54,Green Grams
969.97,42.95,34.64,5.51,Cowpeas
950.92,67.37,21.24,4.66,Cowpeas
884.07,62.64,13.91,5.89,Beans
1083.39,80.54,28.55,5.24,Cassava
1002.06,40.0,31.75,6.77,Cabbage
586.05,43.25,25.97,5.56,Bananas
1164.15,88.93,10.07,8.5,Cassava
843.85,89.45,30.78,7.48,Lentils
1265.35,63.87,28.94,4.99,Lentils
857.99,79.4,17.9,8.13,Irish Potatoes
1180.23,85.88,16.73,5.83,Tomatoes
463.81,87.66,24.55,4.86,Lentils
437.57,48.03,18.16,6.7,Cowpeas
454.67,80.16,31.22,7.03,Cassava
1013.63,49.87,30.96,4.76,Cassava
620.19,69.24,14.59,6.78,Cowpeas
1409.07,70.06,24.27,7.16,Bananas
1209.92,77.8,21.66,6.32,Millet
1371.27,47.29,16.68,7.13,Carrots
1259.18,45.3,13.65,4.66,Onions
386.36,87.62,18.95,7.65,Lentils
939.37,54.95,19.28,6.45,Peas
922.13,51.97,14.45,8.5,Green Grams
887.89,56.13,34.86,6.24,Cassava
1104.92,63.14,34.94,4.8,Onions
1202.56,57.35,31.31,6.59,Beans
332.47,64.41,24.24,5.6,Lentils
1122.11,53.08,17.75,6.52,Bananas
1197.93,70.41,20.45,7.95,Cowpeas
1302.55,51.42,18.79,7.68,Onions
558.0,80.36,26.21,5.68,Wheat
955.66,47.29,33.04,4.65,Green Grams
419.69,54.36,20.41,5.08,Watermelon
1422.77,79.07,20.02,8.17,Tomatoes
1240.62,57.07,28.0,4.69,Peas
462.39,56.26,14.74,8.1,Rice
460.62,70.64,33.27,4.64,Millet
325.32,60.31,11.18,8.38,Carrots
458.77,57.12,22.81,6.56,Maize
410.48,86.05,21.7,4.96,Tomatoes
1293.1,78.35,32.51,7.13,Tomatoes
1067.15,78.36,12.92,7.26,Peas
1478.03,59.25,19.72,6.3,Rice
445.18,63.86,30.49,7.25,Rice
514.63,51.77,28.88,7.76,Cassava
581.49,41.34,26.14,8.33,Onions
503.68,80.43,14.2,6.79,Bananas
1424.75,67.4,25.34,7.47,Carrots
1044.96,63.82,26.57,4.51,Carrots
687.63,83.29,21.31,6.46,Cassava
730.8,50.76,30.75,6.44,Beans
1461.72,49.74,26.36,5.33,Kale
1000.12,86.06,18.12,6.86,Onions
646.13,70.86,13.1,8.36,Irish Potatoes
1140.2,85.11,18.03,8.33,Cowpeas
1110.18,78.1,27.01,7.66,Peas
302.7,64.28,22.3,5.19,Cabbage
458.51,42.32,32.0,7.33,Bananas
872.59,72.38,31.15,7.74,Onions
385.14,49.01,33.23,6.93,Kale
336.86,44.44,11.19,6.73,Watermelon
1041.16,42.73,20.3,7.72,Bananas
569.47,56.09,19.39,5.06,Maize
622.28,44.25,19.49,7.43,Tomatoes
707.93,69.96,26.05,7.39,Beans
1209.96,70.05,22.32,5.09,Beans
1316.22,53.31,32.86,7.04,Cowpeas
623.72,73.92,31.15,7.48,Maize
896.7,74.43,18.8,5.49,Tomatoes
1053.18,41.7,24.81,8.32,Irish Potatoes
1191.74,45.68,21.16,8.31,Kale
370.76,63.38,21.23,6.97,Watermelon
1218.95,53.22,32.85,6.02,Tomatoes
605.03,74.12,13.81,4.55,Sorghum
565.45,68.24,24.72,8.16,Onions
1480.5,80.05,11.62,6.96,Cowpeas
1252.13,57.97,14.27,5.92,Green Grams
830.04,58.4,18.16,6.48,Beans
1387.09,54.23,19.06,5.97,Sorghum
699.15,64.21,33.23,5.83,Lentils
1014.59,42.21,31.61,4.82,Watermelon
1241.73,53.27,28.12,5.41,Sweet Potatoes
1120.01,64.3,27.89,6.48,Wheat
812.93,86.05,19.99,6.03,Irish Potatoes
370.77,86.85,15.8,7.82,Beans
586.78,45.06,23.3,5.78,Irish Potatoes
1425.84,86.9,25.63,6.93,Cabbage
1224.53,64.75,16.98,6.86,Beans
761.74,54.71,19.99,5.14,Cabbage
920.8,56.51,24.96,7.4,Bananas
1325.45,88.41,10.69,6.08,Irish Potatoes
1397.74,42.7,21.36,4.86,Green Grams
1066.62,89.49,20.46,6.5,Millet
1390.91,46.76,30.72,5.13,Kale
834.77,78.85,33.36,4.54,Beans
844.83,54.1,12.52,5.96,Maize
321.46,70.49,18.69,6.98,Bananas
1261.07,65.3,26.58,6.99,Sorghum
413.25,61.32,20.33,6.57,Carrots
1217.77,76.39,29.4,5.31,Onions
1362.63,44.23,22.17,6.66,Sweet Potatoes
669.21,49.68,30.24,5.22,Lentils
456.51,85.83,24.4,8.12,Peas
535.32,49.04,13.55,5.46,Watermelon
657.82,77.03,24.02,5.19,Green Grams
1271.78,71.08,17.88,4.5,Lentils
485.53,83.09,14.39,5.23,Watermelon
1366.37,65.36,17.65,8.04,Lentils
371.12,58.29,10.98,8.37,Sweet Potatoes
962.06,47.98,27.64,6.77,Millet
889.79,57.3,19.03,5.53,Watermelon
870.5,43.09,15.83,5.58,Wheat
492.93,70.9,15.17,6.37,Kale
1056.52,62.66,22.71,7.75,Cabbage
558.22,79.47,17.1,5.48,Wheat
902.58,48.97,29.26,7.85,Rice
974.77,71.38,12.9,7.73,Carrots
816.59,88.93,33.7,6.76,Lentils
497.92,79.35,26.57,5.16,Watermelon
1038.96,66.81,11.78,6.13,Sorghum
716.77,81.55,18.36,6.68,Green Grams
1014.98,65.62,19.67,6.28,Bananas
1356.09,45.95,12.08,7.05,Maize
636.09,69.72,11.7,6.05,Green Grams
1096.29,42.58,25.85,7.16,Sorghum
1349.97,81.51,14.58,4.62,Rice
1271.49,77.83,24.49,7.78,Watermelon
503.21,68.57,22.08,8.32,Watermelon
801.45,63.04,34.91,7.13,Lentils
963.09,68.6,24.15,5.47,Onions
970.09,73.88,18.08,5.72,Cowpeas
550.0,88.25,33.2,8.26,Sorghum
511.51,44.25,12.61,6.31,Tomatoes
1194.95,46.66,23.7,6.06,Maize
1118.42,48.25,11.89,7.26,Green Grams
768.75,61.87,24.91,4.51,Cowpeas
594.5,82.66,15.7,4.71,Maize
795.45,44.51,27.19,6.4,Cowpeas
448.6,88.7,13.56,5.48,Watermelon
1129.82,80.27,19.18,5.45,Sweet Potatoes
362.52,50.31,32.91,6.77,Green Grams
1284.44,76.76,18.66,7.06,Maize
535.01,41.39,34.52,6.69,Carrots
1428.27,81.87,14.98,8.29,Peas
1066.25,46.48,15.43,7.85,Peas
979.81,67.74,25.23,6.26,Millet
358.3,63.54,10.63,7.43,Sweet Potatoes
825.54,77.3,34.43,5.89,Cassava
755.18,65.63,28.52,4.81,Sorghum
966.64,53.15,21.8,5.32,Green Grams
464.69,52.53,32.61,6.07,Watermelon
1189.37,44.64,22.32,5.31,Sweet Potatoes
1319.19,45.69,27.16,8.48,Peas
1421.04,67.4,23.82,4.52,Peas
367.33,54.85,26.67,6.68,Kale
966.11,69.81,28.38,8.26,Kale
1045.87,58.85,28.71,6.15,Cabbage
1306.32,51.36,13.75,6.49,Maize
541.25,86.86,32.24,8.4,Onions
347.42,46.21,11.95,5.77,Onions
721.31,53.2,22.49,8.17,Green Grams
1142.4,65.59,13.04,7.53,Carrots
352.99,72.5,25.66,4.89,Green Grams
554.47,81.79,32.4,6.12,Sorghum
1007.3,74.85,21.41,7.32,Carrots
1403.43,79.99,20.74,8.06,Sweet Potatoes
1387.93,46.33,13.14,8.33,Onions
1192.9,48.14,18.78,7.73,Sweet Potatoes
602.62,76.44,21.02,6.41,Watermelon
415.14,43.72,26.85,7.5,Green Grams
520.65,71.34,30.1,7.78,Carrots
1398.84,54.16,19.01,6.95,Sorghum
551.06,83.12,28.18,8.14,Maize
329.38,58.29,32.41,4.92,Bananas
1241.93,86.98,25.4,8.45,Green Grams
754.87,70.77,15.08,8.05,Maize
1133.83,78.25,28.64,7.85,Onions
563.7,54.96,26.79,4.88,Watermelon
395.1,87.68,15.29,5.42,Beans
661.25,57.53,28.37,6.07,Watermelon
1012.48,53.62,24.46,5.65,Irish Potatoes
904.69,50.65,11.05,7.77,Tomatoes
1110.4,48.13,15.78,8.18,Maize
1342.66,83.29,28.78,6.8,Onions
557.1,76.48,34.18,4.91,Watermelon
859.28,47.06,19.24,7.09,Lentils
602.11,46.7,21.05,8.15,Carrots
416.35,44.46,22.32,6.18,Lentils
607.16,88.57,32.78,5.31,Green Grams
678.17,77.73,13.22,7.29,Sweet Potatoes
730.35,63.9,18.59,7.58,Rice
1238.07,59.84,28.11,4.55,Tomatoes
1002.21,65.51,22.76,6.3,Peas
387.76,44.5,17.72,4.51,Rice
1469.23,50.11,24.64,7.36,Tomatoes
1131.02,47.3,29.17,6.26,Irish Potatoes
707.43,78.3,19.66,6.51,Cabbage
1121.59,82.18,22.34,7.4,Maize
780.03,65.69,19.78,6.2,Beans
679.03,72.23,32.78,5.17,Tomatoes
549.67,50.55,19.95,7.77,Bananas
1312.31,60.47,31.0,5.74,Beans
1406.71,46.61,20.95,7.2,Kale
744.75,72.52,34.54,6.15,Maize
801.72,61.7,13.32,8.32,Sweet Potatoes
532.32,83.32,31.21,6.61,Lentils
1460.84,58.65,21.52,5.48,Wheat
452.79,48.01,13.69,6.06,Millet
1269.8,85.4,32.91,6.52,Bananas
1438.87,72.58,21.78,4.75,Bananas
1237.62,71.39,19.12,7.29,Green Grams
721.91,49.49,29.67,4.64,Bananas
1208.02,50.76,28.6,5.69,Onions
724.14,62.69,29.84,6.55,Beans
499.08,68.89,24.77,4.95,Cabbage
909.29,51.98,22.6,7.96,Cassava
866.9,57.77,23.94,5.85,Wheat
1406.18,57.19,11.99,7.51,Maize
1326.24,88.35,29.42,8.35,Cowpeas
343.72,76.12,16.42,7.12,Irish Potatoes
1381.89,73.84,13.49,6.38,Green Grams
967.13,80.89,34.09,6.63,Cowpeas
1348.8,40.98,33.56,7.41,Beans
1348.58,88.72,11.86,5.52,Kale
1400.06,47.78,16.08,7.05,Lentils
1442.25,83.88,20.14,4.71,Lentils
790.95,76.08,13.5,8.45,Rice
944.76,76.67,26.92,8.41,Peas
896.43,86.28,25.22,7.59,Sorghum
1168.41,57.71,23.93,7.38,Kale
1167.34,45.97,20.11,4.63,Bananas
983.24,44.22,28.94,5.4,Wheat
796.73,48.77,22.99,8.43,Cabbage
1377.01,43.16,23.17,8.25,Cabbage
897.51,52.85,23.29,8.34,Lentils
698.36,41.21,26.56,4.68,Millet
1451.11,81.3,19.62,5.69,Cowpeas
1208.65,50.95,26.38,4.65,Carrots
1015.23,83.6,28.84,7.3,Cowpeas
568.42,50.01,15.8,4.69,Irish Potatoes
573.09,73.3,28.59,7.19,Sorghum
1221.72,52.5,32.94,6.93,Cassava
1447.8,47.81,20.6,7.51,Maize
1001.57,46.17,23.69,5.38,Maize
337.45,56.5,30.46,5.46,Watermelon
1016.39,64.53,17.6,6.81,Rice
734.47,88.39,34.05,5.58,Sweet Potatoes
429.58,63.53,29.5,5.01,Cassava
412.45,57.11,34.41,6.29,Onions
1471.35,84.92,28.62,5.89,Cowpeas
545.73,50.05,10.39,6.05,Cabbage
1267.44,69.89,19.48,7.14,Cowpeas
1414.26,70.94,25.12,8.31,Lentils
975.97,84.48,22.92,7.9,Carrots
1110.71,54.26,34.85,5.84,Irish Potatoes
526.55,62.27,33.87,8.21,Cabbage
745.64,53.72,15.99,6.51,Cassava
734.85,41.45,13.23,5.09,Kale
886.8,56.36,32.39,7.67,Watermelon
947.5,80.18,15.3,6.97,Cowpeas
521.96,78.3,23.62,8.44,Bananas
923.07,68.64,30.1,5.69,Wheat
407.89,51.2,24.86,5.1,Maize
1229.93,82.66,13.15,5.56,Peas
786.15,66.67,13.95,7.48,Sweet Potatoes
630.88,53.56,13.31,5.81,Carrots
967.6,84.34,31.65,8.09,Tomatoes
1393.52,48.38,34.3,6.1,Tomatoes
967.57,87.42,12.87,7.14,Sorghum
1465.32,70.36,34.38,4.59,Beans
849.13,79.87,10.45,6.36,Watermelon
342.34,42.92,32.6,5.97,Cabbage
1399.02,50.18,29.34,5.87,Kale
1006.88,88.91,14.45,6.2,Millet
649.01,56.76,11.72,8.35,Peas
485.8,48.59,13.23,8.2,Peas
698.83,73.89,15.71,7.32,Rice
387.75,58.28,18.53,8.17,Rice
1029.1,42.63,27.41,5.35,Watermelon
1180.72,85.19,18.96,5.12,Watermelon
1165.0,83.81,24.18,7.07,Wheat
353.64,70.88,31.69,6.95,Sorghum
460.13,73.74,10.03,4.75,Cowpeas
636.56,76.27,30.05,5.31,Carrots
942.26,68.75,18.47,8.23,Sorghum
373.75,59.07,11.37,6.99,Kale
1051.86,63.35,10.05,8.01,Maize
748.41,45.01,20.88,5.02,Tomatoes
771.19,78.76,29.09,7.39,Cassava
1045.58,74.45,13.11,5.45,Bananas
1156.91,85.4,24.81,8.17,Peas
1071.42,69.05,30.16,6.6,Tomatoes
601.66,65.78,14.3,5.17,Watermelon
956.69,44.94,26.01,6.44,Watermelon
892.44,53.24,22.96,4.72,Maize
1371.73,87.86,25.24,5.51,Cowpeas
543.8,46.16,26.0,6.58,Cabbage
819.21,89.28,24.02,4.54,Rice
888.28,46.57,14.32,6.22,Maize
1456.18,43.22,34.16,4.68,Cabbage
1483.63,50.08,17.52,7.46,Carrots
542.75,54.18,28.27,7.21,Millet
1175.69,59.48,32.57,7.21,Lentils
623.82,67.17,26.45,7.16,Cassava
1132.22,51.55,26.36,7.12,Rice
852.48,75.51,31.85,4.7,Wheat
647.97,88.28,18.89,8.1,Sweet Potatoes
975.28,87.28,13.85,4.55,Cabbage
1126.13,55.84,30.52,4.77,Bananas
621.59,70.55,20.66,6.68,Tomatoes
1239.3,54.32,16.36,5.53,Irish Potatoes
698.49,81.6,24.18,5.07,Sorghum
1001.43,80.7,14.95,4.8,Cabbage
1158.49,60.51,28.14,5.81,Maize
369.1,79.09,27.22,4.95,Maize
942.46,48.61,28.86,7.33,Sweet Potatoes
722.09,83.06,16.76,5.29,Sweet Potatoes
935.8,80.66,20.88,8.27,Cassava
406.77,86.3,18.46,7.84,Tomatoes
938.93,53.78,23.39,6.18,Watermelon
605.68,56.15,25.62,8.36,Lentils
366.97,41.86,31.57,7.2,Kale
1352.21,70.11,23.64,4.58,Cassava
863.56,43.06,23.37,5.38,Watermelon
377.25,50.61,16.98,7.93,Wheat
414.58,70.55,19.65,5.22,Maize
1024.85,45.28,13.15,7.12,Cowpeas
1478.41,78.56,26.09,8.39,Bananas
1460.3,63.57,30.13,6.87,Onions
825.14,59.04,16.8,6.53,Wheat
1008.56,72.06,13.69,5.49,Sweet Potatoes
1354.08,57.68,14.35,6.13,Beans
984.91,55.35,19.24,5.47,Millet
735.08,54.22,30.48,7.31,Tomatoes
1090.26,73.96,17.03,5.76,Kale
1097.66,82.12,25.18,6.45,Watermelon
620.53,73.96,12.11,6.65,Cabbage
483.16,52.84,26.58,4.78,Cowpeas
536.04,42.07,14.48,5.49,Cassava
1284.12,76.38,12.23,7.34,Maize
725.13,85.59,16.57,7.82,Cowpeas
579.33,86.42,12.28,6.17,Lentils
1105.3,44.04,22.15,8.16,Carrots
1431.43,87.71,24.07,5.81,Rice
347.9,69.66,12.45,6.92,Kale
1155.95,40.3,18.44,5.74,Rice
879.7,86.53,32.5,7.29,Rice
336.93,61.41,30.09,6.61,Irish Potatoes
1426.9,68.39,20.49,7.44,Bananas
770.68,56.96,21.79,8.21,Lentils
902.03,67.01,26.82,6.7,Kale
714.58,80.49,24.15,5.94,Irish Potatoes
465.25,81.39,16.7,7.58,Millet
1164.17,88.92,26.02,5.94,Onions
1451.25,74.66,13.83,5.05,Bananas
1153.7,72.14,16.67,6.31,Cowpeas
412.07,41.61,25.61,4.93,Kale
655.44,69.2,16.52,6.0,Irish Potatoes
478.92,66.16,30.89,8.11,Cabbage
1487.0,75.88,27.33,6.88,Beans
861.23,62.42,12.73,8.42,Irish Potatoes
712.72,64.57,34.04,4.82,Kale
1246.92,80.93,11.07,4.76,Cassava
1064.2,80.3,32.2,6.46,Beans
342.36,68.1,34.75,7.53,Tomatoes
971.61,52.99,25.89,4.96,Cabbage
1497.32,44.56,11.38,7.73,Maize
724.01,74.48,21.5,8.44,Cabbage
1188.96,47.6,16.15,7.22,Kale
766.18,83.03,30.6,6.8,Sorghum
416.97,79.32,14.52,6.52,Cowpeas
875.8,83.63,28.45,8.07,Wheat
869.69,46.6,28.51,4.56,Maize
615.68,50.45,16.03,5.17,Maize
969.16,83.06,21.4,5.33,Lentils
331.39,67.36,26.9,5.62,Bananas
611.84,43.71,12.76,5.17,Peas
1038.68,67.59,21.04,5.56,Sorghum
1271.76,70.85,13.08,6.85,Irish Potatoes
636.64,75.55,15.52,4.53,Sorghum
649.48,42.13,34.85,5.6,Watermelon
759.8,51.73,22.57,7.22,Green Grams
347.27,67.43,19.19,7.59,Onions
857.47,86.75,24.52,6.16,Watermelon
1093.17,52.46,18.05,4.86,Beans
1271.18,48.96,29.91,5.62,Sorghum
1463.46,86.6,20.22,5.4,Watermelon
1242.15,42.87,27.94,7.28,Cowpeas
520.85,85.94,25.1,6.64,Peas
374.28,51.29,15.08,6.93,Tomatoes
713.58,56.08,33.05,6.9,Maize
769.09,67.17,19.98,8.44,Peas
1431.91,79.57,12.98,5.35,Irish Potatoes
1192.98,89.46,21.3,7.61,Watermelon
1381.7,58.69,16.83,7.74,Millet
407.97,55.98,20.55,7.03,Sweet Potatoes
1248.3,55.02,28.53,5.06,Kale
1431.3,50.32,29.8,7.52,Irish Potatoes
933.26,52.33,33.6,7.82,Irish Potatoes
786.67,41.18,15.92,5.37,Sweet Potatoes
975.87,82.37,25.84,7.2,Sweet Potatoes
652.42,56.57,12.79,4.95,Watermelon
381.22,86.33,19.13,8.21,Kale
1385.39,80.0,11.38,6.42,Carrots
1130.75,75.07,24.99,6.5,Wheat
617.28,41.36,14.39,4.6,Kale
791.82,43.46,12.75,6.26,Millet
515.06,41.41,16.55,7.28,Sweet Potatoes
817.12,48.44,12.94,8.35,Sweet Potatoes
1158.07,55.74,17.29,5.31,Peas
468.82,72.06,34.4,6.27,Millet
1021.32,46.56,14.89,4.81,Bananas
304.75,50.93,16.06,7.44,Wheat
1400.99,82.32,24.56,7.25,Sorghum
1213.47,56.51,16.33,6.73,Cabbage
934.73,62.04,33.4,5.31,Beans
493.55,50.49,18.24,8.28,Sorghum
970.33,44.21,25.5,6.47,Maize
514.88,68.21,21.94,6.6,Sorghum
801.92,76.26,25.43,5.3,Carrots
1454.67,82.04,14.93,8.09,Kale
1180.93,67.15,29.92,7.76,Irish Potatoes
346.12,84.85,16.78,6.15,Onions
1129.33,83.75,21.1,7.0,Sorghum
382.6,63.34,12.17,6.59,Bananas
675.5,67.83,16.21,6.78,Onions
800.17,73.94,17.39,8.47,Rice
1407.84,71.76,22.66,7.39,Lentils
927.4,77.44,33.94,4.78,Peas
1189.99,82.02,13.44,7.09,Bananas
877.01,66.31,13.21,6.51,Cassava
1321.06,58.98,11.56,6.56,Peas
487.83,57.44,27.67,4.63,Carrots
750.82,41.07,21.38,6.2,Irish Potatoes
754.76,46.37,14.1,6.73,Wheat
1366.29,74.16,14.76,7.32,Sweet Potatoes
1046.91,64.85,27.91,5.96,Bananas
527.09,89.65,25.68,5.22,Peas
1339.95,86.74,11.81,4.95,Rice
828.44,73.76,19.39,4.82,Rice
1418.34,79.29,30.7,4.85,Kale
791.59,56.57,23.32,7.03,Kale
592.48,41.77,18.95,5.72,Maize
1361.27,79.94,12.3,5.16,Sorghum
1116.98,80.05,33.67,5.6,Watermelon
804.03,66.6,31.19,5.34,Rice
1370.89,75.83,19.41,5.96,Kale
1348.41,65.32,17.72,6.15,Tomatoes
457.45,57.79,21.78,5.9,Carrots
469.37,52.48,18.62,5.45,Lentils
1265.76,79.73,14.9,6.7,Tomatoes
952.8,87.66,11.09,8.44,Green Grams
466.89,56.69,34.29,7.26,Cabbage
763.41,44.67,12.65,8.19,Watermelon
654.19,81.16,34.09,5.23,Kale
1138.79,64.09,25.73,7.29,Cassava
1003.32,71.54,32.87,6.69,Watermelon
776.34,63.15,31.73,4.64,Bananas
1063.22,68.13,30.77,6.15,Beans
317.18,89.08,12.67,7.68,Cassava
1065.9,47.47,20.7,4.96,Onions
734.71,71.08,30.61,7.94,Lentils
1438.61,66.53,32.3,8.08,Lentils
441.8,80.4,24.6,4.86,Irish Potatoes
1262.15,64.44,25.42,6.92,Sorghum
577.16,59.41,31.8,5.26,Carrots
921.84,81.44,22.53,5.25,Onions
657.01,46.71,27.86,7.02,Watermelon
1222.01,53.26,18.0,5.75,Millet
447.01,85.74,25.41,6.24,Onions
481.01,72.96,20.12,5.16,Cowpeas
531.03,85.43,32.79,8.29,Maize
631.32,40.31,27.1,5.21,Maize
616.03,75.73,30.63,6.0,Cowpeas
1299.64,47.68,10.41,6.52,Cabbage
1324.98,57.03,29.15,8.41,Watermelon
887.29,86.17,20.24,8.41,Rice
742.1,57.36,33.29,7.78,Watermelon
1234.66,51.89,28.14,7.07,Watermelon
1353.87,55.97,10.72,6.23,Tomatoes
1199.7,79.2,15.9,6.35,Onions
1400.77,59.71,16.92,6.47,Carrots
1069.78,61.27,15.11,6.9,Maize
1460.02,49.37,16.39,4.85,Kale
526.45,87.94,11.84,8.19,Maize
1090.81,59.62,21.31,6.24,Lentils
1056.58,89.96,25.81,5.7,Wheat
891.64,64.04,19.92,4.88,Millet
599.87,44.76,31.25,7.73,Cowpeas
1141.77,50.56,30.07,4.77,Cassava
878.11,59.42,16.66,6.8,Cabbage
1387.28,80.15,12.2,5.92,Kale
984.23,59.96,29.21,5.56,Sweet Potatoes
508.94,49.23,29.99,6.76,Sorghum
680.37,59.14,30.91,4.82,Onions
1036.89,45.8,26.43,7.67,Maize
894.93,81.85,24.59,7.41,Tomatoes
1318.31,43.24,24.68,6.53,Green Grams
1032.59,75.18,11.62,5.9,Cowpeas
1194.61,72.65,29.44,6.73,Sorghum
881.59,49.9,32.54,4.51,Carrots
579.35,68.38,33.4,5.89,Rice
510.49,76.63,15.72,8.22,Sweet Potatoes
799.81,60.66,29.67,6.51,Sweet Potatoes
408.18,54.79,29.48,8.3,Watermelon
1205.4,75.41,21.23,6.57,Millet
562.95,64.57,21.4,4.96,Cabbage
814.78,53.79,22.68,5.03,Cassava
1001.43,53.86,26.61,6.31,Bananas
1330.86,55.26,17.87,5.87,Lentils
330.88,56.34,33.09,8.13,Cassava
622.91,86.83,13.99,8.13,Maize
895.9,70.57,10.87,4.9,Tomatoes
759.08,84.09,30.26,4.76,Beans
326.4,79.86,23.98,6.83,Watermelon
1181.95,60.28,27.48,5.14,Cabbage
1011.8,57.5,27.46,7.07,Sweet Potatoes
354.67,78.29,31.79,6.68,Kale
1363.99,48.66,11.88,6.48,Bananas
